frame,x,y,width,height
frame_00010562.jpg,299,71,36,36
frame_00010563.jpg,297,71,40,40
frame_00010564.jpg,299,74,37,37
frame_00010565.jpg,298,75,40,40
frame_00010566.jpg,298,74,40,40
frame_00010567.jpg,297,73,40,40
frame_00010568.jpg,297,72,39,39
frame_00010569.jpg,300,70,38,38
frame_00010570.jpg,302,70,38,38
frame_00010571.jpg,303,68,40,40
frame_00010572.jpg,305,67,40,40
frame_00010573.jpg,305,65,43,43
frame_00010574.jpg,307,63,46,46
frame_00010575.jpg,312,65,41,41
frame_00010576.jpg,315,66,39,39
frame_00010577.jpg,317,65,44,44
frame_00010578.jpg,319,66,45,45
frame_00010579.jpg,322,70,43,43
frame_00010580.jpg,326,71,42,42
frame_00010581.jpg,331,71,42,42
frame_00010582.jpg,334,68,45,45
frame_00010583.jpg,341,68,42,42
frame_00010584.jpg,344,68,42,42
frame_00010585.jpg,348,68,43,43
frame_00010586.jpg,350,66,46,46
frame_00010587.jpg,351,64,46,46
frame_00010588.jpg,352,62,46,46
frame_00010589.jpg,353,60,47,47
frame_00010590.jpg,351,58,51,51
frame_00010591.jpg,355,62,47,47
frame_00010592.jpg,356,65,46,46
frame_00010593.jpg,356,68,47,47
frame_00010594.jpg,356,70,48,48
frame_00010595.jpg,354,70,50,50
frame_00010596.jpg,352,70,49,49
frame_00010597.jpg,348,67,49,49
frame_00010598.jpg,344,66,49,49
frame_00010599.jpg,341,65,50,50
frame_00010600.jpg,339,64,51,51
frame_00010601.jpg,340,62,50,50
frame_00010602.jpg,340,60,49,49
frame_00010603.jpg,341,58,50,50
frame_00010604.jpg,340,56,54,54
frame_00010605.jpg,340,58,54,54
frame_00010606.jpg,340,59,55,55
frame_00010607.jpg,340,61,55,55
frame_00010608.jpg,341,62,56,56
frame_00010609.jpg,344,64,57,57
frame_00010610.jpg,344,64,60,60
frame_00010611.jpg,348,64,59,59
frame_00010612.jpg,351,61,60,60
frame_00010613.jpg,354,58,61,61
frame_00010614.jpg,355,55,64,64
frame_00010615.jpg,357,56,63,63
frame_00010616.jpg,359,55,62,62
frame_00010617.jpg,360,56,59,59
frame_00010618.jpg,358,54,62,62
frame_00010619.jpg,358,55,59,59
frame_00010620.jpg,356,55,62,62
frame_00010621.jpg,355,59,60,60
frame_00010622.jpg,351,61,64,64
frame_00010623.jpg,346,63,67,67
frame_00010624.jpg,344,68,66,66
frame_00010625.jpg,342,73,65,65
frame_00010626.jpg,339,80,65,65
frame_00010627.jpg,335,86,65,65
frame_00010628.jpg,332,92,65,65
frame_00010629.jpg,327,99,63,63
frame_00010630.jpg,322,104,67,67
frame_00010631.jpg,318,106,68,68
frame_00010632.jpg,314,107,67,67
frame_00010633.jpg,312,106,69,69
frame_00010634.jpg,310,107,66,66
frame_00010635.jpg,309,103,69,69
frame_00010636.jpg,310,101,71,71
frame_00010637.jpg,311,99,72,72
frame_00010638.jpg,313,101,72,72
frame_00010639.jpg,315,104,72,72
frame_00010640.jpg,316,104,76,76
frame_00010641.jpg,320,108,72,72
frame_00010642.jpg,322,109,73,73
frame_00010643.jpg,326,111,71,71
frame_00010644.jpg,326,110,77,77
frame_00010645.jpg,332,113,73,73
frame_00010646.jpg,334,112,74,74
frame_00010647.jpg,338,108,74,74
frame_00010648.jpg,340,100,77,77
frame_00010649.jpg,345,96,73,73
frame_00010650.jpg,344,89,81,81
frame_00010651.jpg,344,85,84,84
frame_00010652.jpg,342,83,85,85
frame_00010653.jpg,335,76,98,98
frame_00010654.jpg,337,81,84,84
frame_00010655.jpg,330,78,90,90
frame_00010656.jpg,328,81,87,87
frame_00010657.jpg,323,80,87,87
frame_00010658.jpg,319,84,83,83
frame_00010659.jpg,311,86,87,87
frame_00010823.jpg,523,84,61,61
frame_00010824.jpg,523,83,61,61
frame_00010825.jpg,522,82,64,64
frame_00010827.jpg,518,78,68,68
frame_00010828.jpg,520,80,64,64
frame_00010829.jpg,518,79,66,66
frame_00010830.jpg,517,79,66,66
frame_00010831.jpg,514,78,67,67
frame_00010832.jpg,509,76,73,73
frame_00010833.jpg,508,77,72,72
frame_00010834.jpg,512,79,65,65
frame_00010835.jpg,511,79,66,66
frame_00010836.jpg,511,81,63,63
frame_00010837.jpg,507,79,66,66
frame_00010838.jpg,503,80,65,65
frame_00011246.jpg,528,51,78,78
frame_00011247.jpg,519,52,78,78
frame_00011248.jpg,505,56,73,73
frame_00011249.jpg,491,59,74,74
frame_00011250.jpg,478,61,76,76
frame_00011251.jpg,469,66,72,72
frame_00011252.jpg,458,69,72,72
frame_00011253.jpg,451,71,76,76
frame_00011254.jpg,440,74,72,72
frame_00011255.jpg,438,77,70,70
frame_00011515.jpg,457,81,68,68
frame_00011548.jpg,501,86,67,67
frame_00011549.jpg,495,85,67,67
frame_00011550.jpg,486,82,69,69
frame_00011551.jpg,479,80,69,69
frame_00011552.jpg,471,77,70,70
frame_00011553.jpg,468,77,65,65
frame_00011554.jpg,465,75,65,65
frame_00012504.jpg,404,83,81,81
frame_00012505.jpg,401,81,85,85
frame_00012507.jpg,394,83,81,81
frame_00012508.jpg,396,85,77,77
frame_00012509.jpg,393,81,84,84
frame_00012510.jpg,392,80,84,84
frame_00012511.jpg,393,80,84,84
frame_00012574.jpg,206,49,94,94
frame_00012575.jpg,202,48,97,97
frame_00012576.jpg,201,50,94,94
frame_00012577.jpg,198,51,91,91
frame_00012578.jpg,195,51,90,90
frame_00012609.jpg,178,105,45,45
frame_00012610.jpg,181,107,42,42
frame_00012611.jpg,182,107,43,43
frame_00012612.jpg,184,107,46,46
frame_00012613.jpg,188,108,43,43
frame_00012614.jpg,192,111,39,39
frame_00012615.jpg,194,110,40,40
frame_00012629.jpg,193,118,40,40
frame_00012631.jpg,190,116,43,43
frame_00012633.jpg,191,117,43,43
frame_00012634.jpg,193,121,38,38
frame_00012635.jpg,192,122,38,38
frame_00012636.jpg,193,122,37,37
frame_00012637.jpg,196,124,33,33
frame_00012638.jpg,191,121,42,42
frame_00012639.jpg,191,121,41,41
frame_00012825.jpg,175,68,102,102
frame_00012827.jpg,175,71,94,94
frame_00012829.jpg,168,66,105,105
frame_00012830.jpg,163,66,111,111
frame_00012831.jpg,160,64,114,114
frame_00012836.jpg,147,63,120,120
frame_00012913.jpg,169,69,106,106
frame_00012914.jpg,174,71,102,102
frame_00012916.jpg,172,74,97,97
frame_00012919.jpg,170,74,99,99
frame_00012920.jpg,167,73,100,100
frame_00012925.jpg,167,71,103,103
frame_00012927.jpg,164,66,111,111
frame_00012929.jpg,168,71,101,101
frame_00012930.jpg,170,73,98,98
frame_00012931.jpg,167,72,100,100
frame_00012932.jpg,165,71,102,102
frame_00012942.jpg,171,70,103,103
frame_00012944.jpg,172,70,101,101
frame_00012947.jpg,167,71,101,101
frame_00012948.jpg,170,71,105,105
frame_00012949.jpg,167,67,109,109
frame_00012950.jpg,169,70,104,104
frame_00012953.jpg,170,71,101,101
frame_00012954.jpg,170,70,104,104
frame_00012956.jpg,170,70,104,104
frame_00012957.jpg,170,70,104,104
frame_00012958.jpg,172,72,99,99
frame_00012959.jpg,172,72,99,99
frame_00012961.jpg,172,74,96,96
frame_00012963.jpg,172,72,99,99
frame_00012964.jpg,170,69,107,107
frame_00012965.jpg,170,70,104,104
frame_00012966.jpg,169,70,103,103
frame_00012967.jpg,164,64,115,115
frame_00012968.jpg,166,65,112,112
frame_00012970.jpg,169,72,102,102
frame_00012974.jpg,168,68,108,108
frame_00012976.jpg,172,72,99,99
frame_00012977.jpg,165,66,111,111
frame_00012978.jpg,165,67,109,109
frame_00012979.jpg,168,69,104,104
frame_00012980.jpg,168,72,102,102
frame_00012981.jpg,166,70,105,105
frame_00012982.jpg,167,70,104,104
frame_00012983.jpg,165,69,107,107
frame_00012984.jpg,164,68,109,109
frame_00012985.jpg,164,70,106,106
frame_00012986.jpg,165,72,105,105
frame_00012987.jpg,165,71,102,102
frame_00012988.jpg,166,71,104,104
frame_00012989.jpg,165,71,102,102
frame_00012990.jpg,159,65,116,116
frame_00012991.jpg,161,67,112,112
frame_00012992.jpg,163,69,109,109
frame_00012993.jpg,164,68,108,108
frame_00012994.jpg,161,68,112,112
frame_00012995.jpg,160,65,116,116
frame_00012996.jpg,160,68,112,112
frame_00012998.jpg,158,64,119,119
frame_00012999.jpg,157,68,112,112
frame_00013000.jpg,157,71,105,105
frame_00013001.jpg,160,73,99,99
frame_00013005.jpg,144,57,129,129
frame_00013007.jpg,143,63,118,118
frame_00013008.jpg,145,66,110,110
frame_00013009.jpg,138,59,123,123
frame_00013010.jpg,140,59,120,120
frame_00013011.jpg,142,62,117,117
frame_00013012.jpg,140,58,121,121
frame_00013013.jpg,137,55,128,128
frame_00013014.jpg,136,52,133,133
frame_00013015.jpg,138,56,125,125
frame_00013016.jpg,138,52,132,132
frame_00013017.jpg,142,57,122,122
frame_00013018.jpg,144,59,120,120
frame_00013019.jpg,143,56,124,124
frame_00013020.jpg,143,58,122,122
frame_00013021.jpg,144,60,119,119
frame_00013022.jpg,144,59,119,119
frame_00013023.jpg,146,58,120,120
frame_00013024.jpg,145,59,118,118
frame_00013025.jpg,144,58,120,120
frame_00013026.jpg,144,57,120,120
frame_00013027.jpg,145,56,121,121
frame_00013028.jpg,145,58,118,118
frame_00013029.jpg,145,52,128,128
frame_00013030.jpg,144,55,126,126
frame_00013031.jpg,143,50,133,133
frame_00013032.jpg,147,59,116,116
frame_00013033.jpg,146,55,125,125
frame_00013034.jpg,146,58,118,118
frame_00013035.jpg,147,57,118,118
frame_00013036.jpg,146,56,119,119
frame_00013037.jpg,146,57,119,119
frame_00013038.jpg,144,53,128,128
frame_00013039.jpg,144,51,132,132
frame_00013040.jpg,143,51,130,130
frame_00013041.jpg,148,56,119,119
frame_00013042.jpg,148,54,126,126
frame_00013043.jpg,153,56,119,119
frame_00013044.jpg,157,57,118,118
frame_00013045.jpg,158,58,116,116
frame_00013046.jpg,164,60,111,111
frame_00013047.jpg,170,63,105,105
frame_00013048.jpg,169,61,110,110
frame_00013049.jpg,175,63,104,104
frame_00013050.jpg,176,63,106,106
frame_00013051.jpg,175,61,108,108
frame_00013052.jpg,175,59,112,112
frame_00013053.jpg,179,62,106,106
frame_00013054.jpg,181,61,107,107
frame_00013055.jpg,183,61,106,106
frame_00013056.jpg,187,61,105,105
frame_00013057.jpg,191,57,109,109
frame_00013134.jpg,126,65,138,138
frame_00013135.jpg,123,68,139,139
frame_00013136.jpg,126,71,134,134
frame_00013137.jpg,123,74,139,139
frame_00013138.jpg,122,77,138,138
frame_00013139.jpg,123,82,140,140
frame_00013140.jpg,124,86,137,137
frame_00013141.jpg,126,94,125,125
frame_00013142.jpg,131,99,121,121
frame_00013143.jpg,131,98,130,130
frame_00013144.jpg,134,102,128,128
frame_00013145.jpg,134,105,125,125
frame_00013146.jpg,138,110,120,120
frame_00013147.jpg,138,106,126,126
frame_00013148.jpg,133,102,138,138
frame_00013149.jpg,135,103,138,138
frame_00013150.jpg,138,106,131,131
frame_00013151.jpg,138,107,129,129
frame_00013152.jpg,139,106,127,127
frame_00013153.jpg,144,110,120,120
frame_00013154.jpg,146,111,113,113
frame_00013155.jpg,146,111,113,113
frame_00013156.jpg,150,110,112,112
frame_00013157.jpg,145,107,121,121
frame_00013158.jpg,146,110,120,120
frame_00013159.jpg,141,106,128,128
frame_00013160.jpg,146,110,123,123
frame_00013161.jpg,148,111,121,121
frame_00013162.jpg,150,114,116,116
frame_00013200.jpg,147,101,121,121
frame_00013201.jpg,151,104,117,117
frame_00013202.jpg,142,99,127,127
frame_00013204.jpg,147,100,125,125
frame_00013206.jpg,154,102,115,115
frame_00013207.jpg,147,94,134,134
frame_00013208.jpg,151,97,122,122
frame_00013209.jpg,154,98,118,118
frame_00013210.jpg,151,94,123,123
frame_00013211.jpg,151,93,126,126
frame_00013212.jpg,152,94,119,119
frame_00013213.jpg,155,94,120,120
frame_00013214.jpg,153,89,126,126
frame_00013215.jpg,155,88,124,124
frame_00013216.jpg,152,87,122,122
frame_00013217.jpg,152,84,127,127
frame_00013218.jpg,156,86,118,118
frame_00013250.jpg,167,44,117,117
frame_00013251.jpg,169,45,114,114
frame_00013266.jpg,174,52,102,102
frame_00013267.jpg,175,54,101,101
frame_00013268.jpg,175,53,105,105
frame_00013269.jpg,174,56,101,101
frame_00013270.jpg,178,59,101,101
frame_00013271.jpg,178,62,99,99
frame_00013272.jpg,182,62,101,101
frame_00013273.jpg,180,64,97,97
frame_00013274.jpg,181,63,102,102
frame_00013275.jpg,183,62,101,101
frame_00013276.jpg,181,61,103,103
frame_00013277.jpg,181,60,104,104
frame_00013278.jpg,181,61,102,102
frame_00013279.jpg,180,62,101,101
frame_00013280.jpg,183,63,99,99
frame_00013281.jpg,181,63,100,100
frame_00013282.jpg,184,64,99,99
frame_00013283.jpg,179,58,106,106
frame_00013320.jpg,192,71,102,102
frame_00013327.jpg,188,69,102,102
frame_00013328.jpg,188,69,103,103
frame_00013329.jpg,182,69,100,100
frame_00013330.jpg,183,64,108,108
frame_00013331.jpg,181,67,101,101
frame_00013332.jpg,180,65,102,102
frame_00013333.jpg,180,62,109,109
frame_00013334.jpg,181,60,111,111
frame_00013335.jpg,181,60,111,111
frame_00013336.jpg,180,64,106,106
frame_00013337.jpg,178,63,109,109
frame_00013338.jpg,177,63,108,108
frame_00013339.jpg,173,62,110,110
frame_00013340.jpg,175,64,110,110
frame_00013341.jpg,172,63,113,113
frame_00013342.jpg,171,64,114,114
frame_00013343.jpg,175,70,104,104
frame_00013344.jpg,178,73,100,100
frame_00013345.jpg,175,70,105,105
frame_00013347.jpg,174,73,101,101
frame_00013348.jpg,174,72,103,103
frame_00013349.jpg,173,71,105,105
frame_00013350.jpg,175,71,103,103
frame_00013351.jpg,173,71,105,105
frame_00013419.jpg,165,56,107,107
frame_00013420.jpg,165,56,107,107
frame_00013421.jpg,165,57,107,107
frame_00013422.jpg,164,57,105,105
frame_00013423.jpg,163,56,104,104
frame_00013424.jpg,164,53,105,105
frame_00013425.jpg,163,49,108,108
frame_00013426.jpg,163,51,104,104
frame_00013427.jpg,163,51,104,104
frame_00013428.jpg,163,51,105,105
frame_00013429.jpg,162,50,108,108
frame_00013430.jpg,166,54,103,103
frame_00013431.jpg,168,55,102,102
frame_00013432.jpg,166,55,104,104
frame_00013433.jpg,167,54,107,107
frame_00013434.jpg,168,55,108,108
frame_00013435.jpg,171,57,103,103
frame_00013436.jpg,171,58,103,103
frame_00013437.jpg,172,59,102,102
frame_00013438.jpg,172,59,101,101
frame_00013439.jpg,170,57,105,105
frame_00013440.jpg,171,58,101,101
frame_00013441.jpg,169,57,104,104
frame_00013442.jpg,169,57,103,103
frame_00013443.jpg,168,56,105,105
frame_00013444.jpg,168,56,105,105
frame_00013445.jpg,167,57,104,104
frame_00013446.jpg,169,58,102,102
frame_00013447.jpg,171,59,99,99
frame_00013448.jpg,168,56,103,103
frame_00013449.jpg,168,56,103,103
frame_00013450.jpg,169,57,101,101
frame_00013451.jpg,168,57,102,102
frame_00013452.jpg,169,59,99,99
frame_00013453.jpg,166,58,100,100
frame_00013454.jpg,165,58,103,103
frame_00013455.jpg,168,58,101,101
frame_00013456.jpg,164,55,107,107
frame_00013457.jpg,165,57,102,102
frame_00013458.jpg,164,57,102,102
frame_00013459.jpg,166,59,98,98
frame_00013460.jpg,164,58,100,100
frame_00013461.jpg,163,57,103,103
frame_00013462.jpg,162,56,105,105
frame_00013463.jpg,162,57,101,101
frame_00013642.jpg,161,60,104,104
frame_00013643.jpg,163,60,104,104
frame_00013644.jpg,162,59,107,107
frame_00013645.jpg,160,59,107,107
frame_00013646.jpg,159,59,106,106
frame_00013647.jpg,160,59,106,106
frame_00013648.jpg,159,58,107,107
frame_00013649.jpg,157,59,107,107
frame_00013650.jpg,157,56,115,115
frame_00013651.jpg,163,62,106,106
frame_00013652.jpg,162,60,112,112
frame_00013653.jpg,163,63,104,104
frame_00013654.jpg,166,65,104,104
frame_00013655.jpg,168,66,105,105
frame_00013657.jpg,175,67,99,99
frame_00013658.jpg,171,66,101,101
frame_00013659.jpg,171,67,98,98
frame_00013660.jpg,172,64,103,103
frame_00013661.jpg,173,68,98,98
frame_00013662.jpg,172,66,100,100
frame_00013663.jpg,171,65,101,101
frame_00013664.jpg,169,65,101,101
frame_00013665.jpg,167,63,103,103
frame_00013666.jpg,168,64,102,102
frame_00013667.jpg,167,62,106,106
frame_00013668.jpg,164,62,107,107
frame_00013669.jpg,163,62,108,108
frame_00013670.jpg,169,64,106,106
frame_00013671.jpg,166,63,108,108
frame_00013672.jpg,166,62,111,111
frame_00013673.jpg,167,63,108,108
frame_00013674.jpg,163,61,112,112
frame_00013675.jpg,166,64,108,108
frame_00013676.jpg,167,65,107,107
frame_00013677.jpg,164,65,108,108
frame_00013678.jpg,168,66,107,107
frame_00013679.jpg,166,66,108,108
frame_00013680.jpg,164,64,115,115
frame_00013681.jpg,161,59,123,123
frame_00013682.jpg,168,59,128,128
frame_00013683.jpg,164,66,114,114
frame_00013684.jpg,167,66,117,117
frame_00013685.jpg,170,65,122,122
frame_00013752.jpg,133,59,112,112
frame_00013753.jpg,130,58,115,115
frame_00013754.jpg,132,58,115,115
frame_00013755.jpg,131,57,118,118
frame_00013756.jpg,132,60,113,113
frame_00013757.jpg,132,60,113,113
frame_00013758.jpg,135,61,110,110
frame_00013759.jpg,133,60,113,113
frame_00013760.jpg,134,61,110,110
frame_00013761.jpg,133,61,111,111
frame_00013762.jpg,132,60,113,113
frame_00013763.jpg,132,56,120,120
frame_00013764.jpg,135,60,112,112
frame_00013765.jpg,134,61,111,111
frame_00013766.jpg,135,62,110,110
frame_00013767.jpg,138,63,105,105
frame_00013768.jpg,134,59,113,113
frame_00013769.jpg,132,59,113,113
frame_00013770.jpg,135,61,110,110
frame_00013771.jpg,135,60,111,111
frame_00013772.jpg,134,59,114,114
frame_00013773.jpg,133,59,114,114
frame_00013774.jpg,139,63,104,104
frame_00013775.jpg,137,61,109,109
frame_00013776.jpg,138,61,109,109
frame_00013777.jpg,138,62,107,107
frame_00013778.jpg,139,62,108,108
frame_00013779.jpg,140,62,107,107
frame_00013780.jpg,141,60,112,112
frame_00013781.jpg,138,59,118,118
frame_00013782.jpg,140,59,118,118
frame_00013783.jpg,140,59,121,121
frame_00013790.jpg,146,62,120,120
frame_00013791.jpg,146,64,116,116
frame_00013800.jpg,144,67,116,116
frame_00013801.jpg,147,70,111,111
frame_00013802.jpg,147,66,115,115
frame_00013803.jpg,146,64,116,116
frame_00013805.jpg,149,66,113,113
frame_00013806.jpg,146,62,119,119
frame_00013807.jpg,146,66,114,114
frame_00013808.jpg,148,66,112,112
frame_00013809.jpg,149,65,113,113
frame_00013810.jpg,142,62,123,123
frame_00013811.jpg,149,65,114,114
frame_00013812.jpg,148,64,116,116
frame_00013813.jpg,148,63,119,119
frame_00013814.jpg,149,62,119,119
frame_00013815.jpg,151,65,113,113
frame_00013816.jpg,154,66,112,112
frame_00013817.jpg,150,61,122,122
frame_00013818.jpg,150,62,121,121
frame_00013819.jpg,153,64,119,119
frame_00013820.jpg,155,64,118,118
frame_00013821.jpg,157,65,116,116
frame_00013822.jpg,158,64,117,117
frame_00013823.jpg,162,66,115,115
frame_00013824.jpg,161,65,117,117
frame_00013825.jpg,164,65,113,113
frame_00013826.jpg,162,66,115,115
frame_00013827.jpg,163,67,113,113
frame_00013828.jpg,162,64,118,118
frame_00013829.jpg,165,67,114,114
frame_00013830.jpg,166,67,115,115
frame_00013831.jpg,166,66,116,116
frame_00013832.jpg,167,69,112,112
frame_00013833.jpg,165,68,113,113
frame_00013834.jpg,166,70,114,114
frame_00013835.jpg,167,74,111,111
frame_00013836.jpg,163,72,118,118
frame_00013837.jpg,166,77,111,111
frame_00013838.jpg,168,80,111,111
frame_00013839.jpg,167,81,113,113
frame_00013840.jpg,168,84,111,111
frame_00013841.jpg,172,87,107,107
frame_00013842.jpg,171,87,110,110
frame_00013843.jpg,173,89,111,111
frame_00013844.jpg,174,91,108,108
frame_00013845.jpg,175,93,108,108
frame_00013846.jpg,174,93,112,112
frame_00013847.jpg,175,96,112,112
frame_00013848.jpg,177,97,110,110
frame_00013849.jpg,181,100,104,104
frame_00013850.jpg,183,100,107,107
frame_00013851.jpg,187,104,101,101
frame_00013852.jpg,185,103,103,103
frame_00013853.jpg,185,104,99,99
frame_00013854.jpg,186,102,103,103
frame_00013855.jpg,187,101,104,104
frame_00013857.jpg,186,103,101,101
frame_00013858.jpg,184,99,114,114
frame_00013859.jpg,184,102,105,105
frame_00013860.jpg,182,99,112,112
frame_00013861.jpg,181,100,109,109
frame_00013862.jpg,173,91,125,125
frame_00013863.jpg,171,89,126,126
frame_00013865.jpg,169,84,121,121
frame_00013867.jpg,167,82,114,114
frame_00013868.jpg,162,78,123,123
frame_00013869.jpg,154,76,129,129
frame_00013870.jpg,158,79,119,119
frame_00025141.jpg,405,95,43,43
frame_00025142.jpg,404,95,44,44
frame_00025143.jpg,405,96,43,43
frame_00025144.jpg,404,95,44,44
frame_00025145.jpg,405,95,44,44
frame_00025146.jpg,405,96,43,43
frame_00025147.jpg,405,96,43,43
frame_00025148.jpg,405,95,43,43
frame_00025149.jpg,405,95,44,44
frame_00025150.jpg,404,95,43,43
frame_00025151.jpg,405,96,43,43
frame_00025152.jpg,405,95,43,43
frame_00025153.jpg,404,95,44,44
frame_00025154.jpg,404,95,44,44
frame_00025155.jpg,404,95,44,44
frame_00025156.jpg,405,96,43,43
frame_00025157.jpg,404,95,45,45
frame_00025158.jpg,405,96,44,44
frame_00025159.jpg,405,97,43,43
frame_00025160.jpg,405,96,44,44
frame_00025161.jpg,405,96,44,44
frame_00025162.jpg,404,96,44,44
frame_00025163.jpg,404,96,44,44
frame_00025164.jpg,404,95,45,45
frame_00025165.jpg,404,96,44,44
frame_00025166.jpg,405,96,44,44
frame_00025167.jpg,404,96,45,45
frame_00025168.jpg,405,96,44,44
frame_00025169.jpg,404,96,44,44
frame_00025170.jpg,404,96,45,45
frame_00025171.jpg,404,96,45,45
frame_00025172.jpg,404,95,45,45
frame_00025173.jpg,405,96,44,44
frame_00025174.jpg,404,96,44,44
frame_00025175.jpg,405,96,44,44
frame_00025176.jpg,405,96,44,44
frame_00025177.jpg,405,96,44,44
frame_00025178.jpg,404,95,44,44
frame_00025179.jpg,405,95,44,44
frame_00025180.jpg,404,95,45,45
frame_00025181.jpg,404,95,45,45
frame_00025182.jpg,404,96,45,45
frame_00025183.jpg,404,95,46,46
frame_00025184.jpg,403,95,46,46
frame_00025185.jpg,403,96,45,45
frame_00025186.jpg,403,96,45,45
frame_00025187.jpg,403,96,45,45
frame_00025188.jpg,403,96,45,45
frame_00025189.jpg,404,97,43,43
frame_00025190.jpg,403,97,44,44
